battery_id,cycle,voltage_measured,current_measured,temperature_measured,voltage_charge,current_charge,capacity,internal_resistance,ambient_temperature,soh,rul
B0007,95,3.7061,-1.949,25.29,4.2132,1.5011,1.7566,0.02577,24.72,92.94,286
B0007,96,3.6414,-2.0573,25.9,4.1881,1.3978,1.7486,0.02769,24.33,92.52,285
B0007,97,3.6709,-1.9834,24.98,4.1822,1.4341,1.7467,0.02889,24.96,92.42,284
B0007,98,3.6713,-1.8764,23.85,4.1928,1.5305,1.742,0.02736,25.77,92.17,283
B0007,99,3.66,-1.793,25.19,4.2094,1.5189,1.7521,0.02815,25.64,92.71,282
B0007,100,3.6611,-1.9146,25.59,4.1874,1.5877,1.7481,0.02694,25.09,92.49,281
B0007,101,3.6711,-1.8137,24.81,4.1756,1.5671,1.7482,0.02706,25.31,92.5,280
B0007,102,3.6582,-2.0629,22.93,4.1667,1.4885,1.7323,0.02829,25.96,91.65,279
B0007,103,3.6407,-1.9298,23.85,4.1714,1.5236,1.7397,0.02892,24.52,92.05,278
B0007,104,3.6731,-1.8661,25.48,4.2026,1.4842,1.7375,0.02861,23.53,91.93,277
B0007,105,3.69,-2.0896,21.93,4.1847,1.6027,1.7361,0.02629,25.92,91.86,276
B0007,106,3.6856,-2.0486,20.8,4.1803,1.5575,1.7327,0.02734,24.06,91.68,275
B0007,107,3.6517,-1.8262,26.15,4.1786,1.5085,1.7328,0.02774,23.88,91.68,274
B0007,108,3.6426,-2.0975,24.59,4.1905,1.51,1.7381,0.02725,22.74,91.96,273
B0007,109,3.6616,-2.1341,24.68,4.1855,1.5722,1.721,0.02795,25.09,91.06,272
B0007,110,3.6984,-1.8472,22.1,4.1849,1.529,1.7404,0.02844,22.86,92.09,271
B0007,111,3.6796,-1.8803,24.76,4.2091,1.5779,1.7316,0.02867,23.71,91.62,270
B0007,112,3.6805,-1.9568,24.01,4.2119,1.3903,1.7272,0.0294,25.02,91.39,269
B0007,113,3.6839,-2.0046,21.17,4.1645,1.5231,1.7311,0.02744,25.12,91.59,268
B0007,114,3.6742,-2.0439,25.63,4.1935,1.4742,1.7163,0.02646,23.72,90.81,267
B0007,115,3.6679,-1.9718,23.68,4.1768,1.5878,1.7193,0.02823,24.2,90.97,266
B0007,116,3.6784,-1.842,22.79,4.1847,1.5773,1.7209,0.02981,23.43,91.05,265
B0007,117,3.654,-1.9761,22.77,4.1929,1.5016,1.7279,0.0275,23.73,91.42,264
B0007,118,3.6363,-1.7833,20.26,4.185,1.5768,1.7184,0.02872,24.51,90.92,263
B0007,119,3.6788,-2.0898,24.12,4.1916,1.5892,1.7198,0.02878,23.71,90.99,262
B0007,120,3.6888,-2.002,23.58,4.1981,1.5037,1.7124,0.02832,23.93,90.6,261
B0007,121,3.6413,-2.0373,22.85,4.1923,1.6236,1.717,0.02819,22.68,90.85,260
B0007,122,3.6798,-2.1085,25.01,4.1781,1.4984,1.7223,0.02731,25.24,91.13,259
B0007,123,3.6967,-2.0153,20.97,4.1783,1.4893,1.717,0.026,24.58,90.85,258
B0007,124,3.6628,-1.9583,22.11,4.166,1.5433,1.7094,0.02723,24.83,90.45,257
B0007,125,3.6461,-1.9476,21.69,4.1747,1.4823,1.7123,0.028,25.29,90.6,256
B0007,126,3.6647,-1.783,22.5,4.2168,1.5043,1.7102,0.02954,23.14,90.49,255
B0007,127,3.6509,-1.9536,22.98,4.1754,1.5705,1.7084,0.02839,23.57,90.39,254
B0007,128,3.6493,-1.885,23.49,4.1693,1.501,1.7103,0.02803,21.99,90.49,253
B0007,129,3.67,-1.9934,22.29,4.1919,1.4152,1.7088,0.02771,26.99,90.41,252
B0007,130,3.6289,-1.8322,21.46,4.1853,1.5184,1.7004,0.02931,23.66,89.97,251
B0007,131,3.6318,-1.7602,25.27,4.184,1.4652,1.7033,0.03006,24.81,90.12,250
B0007,132,3.6608,-1.9469,26.32,4.2079,1.5433,1.696,0.02982,22.5,89.74,249
B0007,133,3.6597,-2.0993,22.89,4.1949,1.5348,1.6915,0.02941,24.69,89.5,248
B0007,134,3.6667,-2.0549,21.51,4.1787,1.5736,1.6937,0.02738,25.52,89.62,247
B0007,135,3.697,-1.9718,24.84,4.1801,1.5454,1.6934,0.02856,23.56,89.6,246
B0007,136,3.6613,-1.9544,20.43,4.1789,1.5545,1.6829,0.03091,22.57,89.04,245
B0007,137,3.6709,-1.9302,22.07,4.1994,1.4665,1.6957,0.03013,23.4,89.72,244
B0007,138,3.6391,-1.954,21.51,4.1816,1.5402,1.6737,0.02752,21.27,88.56,243
B0007,139,3.6737,-1.9993,20.8,4.1592,1.5984,1.7033,0.02906,23.42,90.12,242
B0007,140,3.6475,-2.0636,22.1,4.1853,1.4656,1.695,0.02953,24.24,89.68,241
B0007,141,3.6591,-1.9599,21.21,4.1628,1.59,1.6835,0.02846,23.34,89.08,240
B0007,142,3.6552,-1.8145,22.51,4.2186,1.4725,1.6836,0.02696,23.05,89.08,239
B0007,143,3.6778,-1.898,22.52,4.1712,1.4574,1.6838,0.02942,23.82,89.09,238
B0007,144,3.6306,-1.9465,21.54,4.1832,1.5148,1.6773,0.02859,23.85,88.74,237
B0007,145,3.6108,-1.897,21.9,4.1894,1.5358,1.6802,0.02864,21.55,88.9,236
B0007,146,3.6519,-2.0371,22.11,4.1811,1.5456,1.6769,0.02912,23.26,88.72,235
B0007,147,3.6653,-2.0508,23.66,4.1809,1.4519,1.6757,0.02939,25.56,88.66,234
B0007,148,3.6586,-2.0748,22.23,4.1915,1.5217,1.6758,0.02957,21.75,88.67,233
B0007,149,3.6799,-2.0125,23.69,4.208,1.4657,1.6658,0.02875,22.96,88.14,232
B0007,150,3.6637,-2.0422,23.33,4.1965,1.4256,1.6721,0.02946,24.94,88.47,231
B0007,151,3.6434,-1.8792,23.31,4.2071,1.4536,1.6713,0.02798,24.06,88.43,230
B0007,152,3.6079,-2.0475,24.54,4.1691,1.4625,1.6696,0.0301,22.4,88.34,229
B0007,153,3.6494,-2.0803,20.79,4.1895,1.5261,1.6662,0.02698,23.08,88.16,228
B0007,154,3.6744,-1.8057,21.77,4.1869,1.5576,1.6724,0.0296,22.83,88.49,227
B0007,155,3.6457,-2.0451,25.13,4.1898,1.4263,1.6625,0.03086,22.04,87.96,226
B0007,156,3.6538,-1.9846,22.12,4.205,1.5176,1.6643,0.02894,22.68,88.06,225
B0007,157,3.6613,-1.9549,18.3,4.181,1.4412,1.6689,0.03076,22.43,88.3,224
B0007,158,3.6323,-2.1137,22.23,4.1781,1.5315,1.6597,0.03125,22.78,87.81,223
B0007,159,3.6648,-1.8765,22.76,4.1921,1.4689,1.6599,0.02684,21.88,87.82,222
B0007,160,3.6847,-1.9363,18.65,4.1573,1.4474,1.6566,0.03005,21.31,87.65,221
B0007,161,3.6482,-1.8442,24.6,4.1803,1.54,1.6627,0.02738,22.5,87.97,220
B0007,162,3.6288,-2.0679,21.56,4.1818,1.4707,1.6528,0.03019,24.22,87.45,219
B0007,163,3.6498,-1.9901,23.15,4.1699,1.4842,1.66,0.03035,22.54,87.83,218
B0007,164,3.6063,-1.9961,22.34,4.1995,1.389,1.6507,0.02793,22.09,87.34,217
B0007,165,3.6572,-1.9736,20.78,4.1676,1.5473,1.645,0.03239,23.14,87.04,216
B0007,166,3.6592,-2.1455,21.14,4.1814,1.541,1.6522,0.0308,22.18,87.42,215
B0007,167,3.6834,-1.9889,21.38,4.1877,1.5003,1.6452,0.02972,24.17,87.05,214
B0007,168,3.6457,-2.1426,24.44,4.2035,1.4236,1.649,0.03208,22.26,87.25,213
B0007,169,3.6575,-1.9642,22.63,4.1829,1.5605,1.6285,0.02887,22.93,86.16,212
B0007,170,3.6318,-2.2129,22.11,4.197,1.4667,1.6425,0.02949,21.43,86.91,211
B0007,171,3.6416,-2.1852,21.53,4.1934,1.4773,1.6384,0.02847,22.65,86.69,210
B0007,172,3.6179,-1.9181,24.77,4.1847,1.6156,1.6335,0.03263,22.39,86.43,209
B0007,173,3.6442,-2.0547,25.22,4.1664,1.4648,1.635,0.03121,22.02,86.51,208
B0007,174,3.6417,-2.0988,24.84,4.1611,1.5371,1.6334,0.03159,21.53,86.42,207
B0007,175,3.6535,-1.8729,23.85,4.1841,1.5281,1.6349,0.03128,21.36,86.5,206
B0007,176,3.6347,-1.9672,23.59,4.1743,1.5195,1.6259,0.03161,22.25,86.03,205
B0007,177,3.6486,-1.9128,21.38,4.1961,1.5141,1.634,0.03116,22.56,86.46,204
B0007,178,3.6399,-2.0166,22.89,4.1934,1.5188,1.6385,0.03141,21.77,86.69,203
B0007,179,3.6397,-1.732,22.29,4.1793,1.5136,1.6309,0.0313,22.15,86.29,202
B0007,180,3.6476,-2.0605,20.63,4.1646,1.4974,1.6324,0.03063,21.79,86.37,201
B0007,181,3.6465,-1.8256,25.0,4.1896,1.5756,1.6326,0.03125,21.89,86.38,200
B0007,182,3.6606,-2.0061,22.43,4.1665,1.4344,1.6319,0.03162,21.56,86.34,199
B0007,183,3.6427,-2.1655,25.32,4.1703,1.5511,1.634,0.03151,21.74,86.46,198
B0007,184,3.6378,-1.9517,24.91,4.1669,1.5411,1.6191,0.02997,24.39,85.67,197
B0007,185,3.6409,-1.9685,24.48,4.1794,1.5349,1.6164,0.03016,21.97,85.52,196
B0007,186,3.6299,-2.1051,24.63,4.199,1.5558,1.6235,0.03264,22.28,85.9,195
B0007,187,3.6367,-2.0922,22.84,4.1812,1.4954,1.6216,0.0313,22.04,85.8,194
B0007,188,3.6842,-2.0025,26.61,4.1746,1.4066,1.6205,0.03224,21.31,85.74,193
B0007,189,3.625,-1.965,23.95,4.1582,1.4964,1.6253,0.03062,22.84,86.0,192
B0007,190,3.6374,-2.2471,24.4,4.1893,1.4504,1.6132,0.03029,21.22,85.36,191
B0007,191,3.635,-1.8947,23.04,4.1692,1.4634,1.6141,0.03097,22.54,85.4,190
B0007,192,3.6375,-2.0494,22.68,4.1826,1.4379,1.6047,0.03164,21.12,84.9,189
B0007,193,3.6355,-2.1332,24.86,4.1754,1.4761,1.6208,0.03125,20.47,85.76,188
B0007,194,3.6474,-1.9059,24.53,4.1932,1.4702,1.6054,0.03326,21.77,84.94,187
B0007,195,3.6073,-2.0024,23.09,4.1781,1.3811,1.6041,0.0322,20.28,84.87,186
B0007,196,3.6619,-1.8784,22.18,4.1795,1.535,1.6024,0.03392,21.89,84.78,185
B0007,197,3.6536,-1.9562,22.5,4.1876,1.611,1.5992,0.03253,20.14,84.61,184
B0007,198,3.6157,-2.0002,26.26,4.2118,1.5303,1.5973,0.02977,20.99,84.51,183
B0007,199,3.5949,-2.0153,23.61,4.1934,1.4899,1.597,0.03329,19.86,84.5,182
B0007,200,3.6205,-1.9517,24.09,4.1787,1.4973,1.5907,0.03077,24.09,84.16,181
B0007,201,3.6348,-2.0414,26.84,4.1799,1.479,1.5925,0.03257,19.59,84.26,180
B0007,202,3.691,-2.0853,23.05,4.1719,1.5045,1.6066,0.03161,21.24,85.0,179
B0007,203,3.65,-1.939,23.71,4.1655,1.4981,1.5982,0.03458,22.35,84.56,178
B0007,204,3.6026,-2.0144,23.71,4.1713,1.4579,1.5978,0.03393,22.23,84.54,177
B0007,205,3.6247,-1.9966,27.35,4.1679,1.5841,1.5978,0.0318,22.02,84.54,176
B0007,206,3.6371,-1.8911,27.98,4.1892,1.4256,1.6,0.03247,20.84,84.66,175
B0007,207,3.643,-2.0114,26.18,4.1632,1.5359,1.5781,0.03289,22.49,83.5,174
B0007,208,3.6113,-1.9985,26.3,4.1992,1.4949,1.5797,0.03356,22.04,83.58,173
B0007,209,3.6346,-2.06,24.31,4.1904,1.595,1.5807,0.03278,21.32,83.63,172
B0007,210,3.6226,-1.9569,28.17,4.1793,1.517,1.5811,0.03178,21.34,83.66,171
B0007,211,3.6146,-1.965,25.71,4.1789,1.482,1.5806,0.03214,20.78,83.63,170
B0007,212,3.6416,-1.9099,26.65,4.1704,1.4876,1.5783,0.0329,20.16,83.51,169
B0007,213,3.6516,-2.0579,25.28,4.1828,1.502,1.5806,0.0342,22.3,83.63,168
B0007,214,3.6526,-2.0458,25.09,4.1949,1.4429,1.5781,0.03344,22.37,83.5,167
B0007,215,3.647,-1.9208,28.05,4.168,1.4617,1.5723,0.03229,20.16,83.19,166
B0007,216,3.6253,-1.9748,26.42,4.1554,1.4108,1.5626,0.03377,20.88,82.68,165
B0007,217,3.6492,-2.0906,27.85,4.1888,1.4539,1.5678,0.03278,20.88,82.95,164
B0007,218,3.6408,-1.8693,26.11,4.1831,1.5047,1.5689,0.03411,20.99,83.01,163
B0007,219,3.637,-2.1698,24.51,4.1613,1.515,1.5691,0.0358,21.08,83.02,162
B0007,220,3.6218,-1.9216,24.96,4.167,1.401,1.5627,0.03297,21.96,82.68,161
B0007,221,3.6238,-2.1265,26.04,4.165,1.4931,1.5648,0.03418,20.26,82.79,160
B0007,222,3.6349,-1.8114,25.0,4.1669,1.5282,1.5597,0.03269,20.16,82.52,159
B0007,223,3.6819,-2.1545,24.33,4.1728,1.4919,1.5639,0.03337,22.24,82.75,158
B0007,224,3.6388,-1.8848,27.84,4.1736,1.4683,1.5571,0.03356,20.54,82.39,157
B0007,225,3.6203,-2.0082,25.27,4.1677,1.4794,1.5569,0.03339,19.74,82.38,156
B0007,226,3.6156,-2.0367,26.34,4.166,1.473,1.5528,0.0361,20.52,82.16,155
B0007,227,3.6221,-1.9815,26.63,4.1739,1.4682,1.5579,0.03339,20.67,82.43,154
B0007,228,3.6751,-1.9368,25.34,4.1797,1.5087,1.5524,0.03433,22.56,82.14,153
B0007,229,3.6233,-2.0904,28.44,4.1724,1.6154,1.561,0.03187,21.93,82.59,152
B0007,230,3.6491,-2.0816,24.63,4.1944,1.4628,1.5567,0.03428,22.16,82.36,151
B0007,231,3.6232,-1.935,26.74,4.1845,1.4841,1.5525,0.03504,21.84,82.14,150
B0007,232,3.6356,-2.1707,26.75,4.1529,1.4974,1.5469,0.03343,21.97,81.85,149
B0007,233,3.6459,-2.0584,26.34,4.1846,1.4656,1.5521,0.0315,20.34,82.12,148
B0007,234,3.6184,-1.6959,24.51,4.1857,1.5549,1.5524,0.03402,20.84,82.14,147
B0007,235,3.6167,-2.0968,27.79,4.17,1.3815,1.5478,0.03413,20.05,81.89,146
B0007,236,3.6624,-1.8852,27.63,4.154,1.4734,1.5546,0.03489,20.84,82.25,145
B0007,237,3.6486,-2.0586,25.53,4.1764,1.5409,1.5467,0.03623,21.75,81.83,144
B0007,238,3.6444,-1.9491,27.63,4.1761,1.4853,1.5478,0.03389,21.21,81.89,143
B0007,239,3.644,-1.9346,27.16,4.1593,1.459,1.5419,0.03346,22.4,81.58,142
B0007,240,3.6372,-1.8871,24.7,4.1542,1.522,1.5435,0.0332,19.96,81.66,141
B0007,241,3.6681,-2.02,25.36,4.1746,1.5453,1.5336,0.03462,21.61,81.15,140
B0007,242,3.6283,-1.8011,28.37,4.1723,1.5105,1.5341,0.03496,19.88,81.17,139
B0007,243,3.6386,-2.0589,27.14,4.1694,1.4599,1.5372,0.03398,21.23,81.33,138
B0007,244,3.5978,-1.9766,25.85,4.1743,1.5228,1.5357,0.03536,21.9,81.25,137
B0007,245,3.61,-1.9755,25.42,4.159,1.4799,1.5352,0.0351,20.96,81.23,136
B0007,246,3.6022,-2.1122,25.95,4.1689,1.5373,1.537,0.03473,21.74,81.33,135
B0007,247,3.6514,-2.0286,26.07,4.1833,1.5742,1.5213,0.03384,20.25,80.49,134
B0007,248,3.5745,-1.9838,25.47,4.17,1.3697,1.5223,0.03431,19.56,80.55,133
B0007,249,3.6173,-2.0432,24.13,4.15,1.5056,1.5277,0.03241,21.8,80.83,132
B0007,250,3.5651,-1.7559,28.46,4.1679,1.4132,1.5208,0.03513,23.01,80.47,131
B0007,251,3.6081,-2.0839,28.21,4.1588,1.6221,1.5426,0.03497,20.29,81.62,130
B0007,252,3.6146,-1.8821,24.84,4.1788,1.4766,1.5249,0.03519,22.53,80.68,129
B0007,253,3.6518,-1.9144,26.95,4.1795,1.5373,1.5201,0.03556,21.38,80.43,128
B0007,254,3.6317,-2.0014,25.39,4.1497,1.4982,1.5161,0.03549,20.02,80.22,127
B0007,255,3.6068,-2.0865,26.35,4.1859,1.4598,1.5148,0.03505,20.25,80.15,126
B0007,256,3.6445,-2.0768,26.22,4.1577,1.4539,1.5162,0.03526,21.42,80.22,125
B0007,257,3.6233,-2.0518,26.08,4.1977,1.5793,1.5152,0.03386,21.03,80.17,124
B0007,258,3.6234,-2.1786,29.72,4.1735,1.5478,1.5105,0.03473,20.15,79.92,123
B0007,259,3.5982,-2.1003,26.04,4.1554,1.5972,1.5101,0.03542,19.79,79.9,122
B0007,260,3.6022,-2.1482,25.47,4.1569,1.5028,1.5178,0.03468,20.67,80.31,121
B0007,261,3.6052,-1.8654,25.52,4.1791,1.5144,1.5166,0.03633,21.74,80.24,120
B0007,262,3.6223,-1.9382,28.21,4.1679,1.4866,1.5087,0.03487,21.56,79.82,119
B0007,263,3.6227,-1.9214,24.15,4.1723,1.4856,1.4982,0.03579,21.1,79.27,118
B0007,264,3.6517,-1.9411,25.46,4.1978,1.4479,1.5073,0.03575,21.83,79.75,117
B0007,265,3.6282,-1.9833,28.75,4.163,1.5042,1.5116,0.03643,22.7,79.98,116
B0007,266,3.566,-1.8539,26.92,4.1743,1.4605,1.5091,0.03663,22.09,79.85,115
B0007,267,3.6252,-2.0611,26.81,4.1946,1.5221,1.504,0.03648,21.6,79.58,114
B0007,268,3.5906,-1.9893,29.69,4.1773,1.5085,1.5065,0.03373,22.69,79.71,113
B0007,269,3.6,-1.9253,26.83,4.149,1.5144,1.4972,0.03709,20.83,79.22,112
B0007,270,3.6028,-2.1321,25.37,4.1806,1.5838,1.499,0.03747,21.6,79.31,111
B0007,271,3.6054,-1.6903,25.97,4.1555,1.4981,1.4901,0.03551,21.66,78.84,110
B0007,272,3.5909,-1.9971,24.65,4.1939,1.5378,1.4942,0.03629,20.66,79.06,109
B0007,273,3.6222,-1.9858,28.2,4.1604,1.6026,1.4986,0.03521,21.51,79.29,108
B0007,274,3.5896,-1.8743,27.14,4.2171,1.5653,1.4862,0.03421,19.89,78.64,107
B0007,275,3.6246,-1.9085,27.93,4.1945,1.5577,1.4832,0.03547,23.91,78.48,106
B0007,276,3.6619,-1.9962,28.02,4.1605,1.4847,1.4872,0.03572,21.1,78.69,105
B0007,277,3.5903,-1.987,25.53,4.1726,1.5115,1.4839,0.03596,23.66,78.51,104
B0007,278,3.6109,-2.1504,24.69,4.1835,1.4341,1.4873,0.0354,22.15,78.7,103
B0007,279,3.5658,-2.0556,25.99,4.1839,1.5249,1.4796,0.03568,22.71,78.29,102
B0007,280,3.61,-1.9483,24.71,4.1786,1.5137,1.4905,0.03646,21.7,78.86,101
B0007,281,3.6286,-1.9556,26.21,4.1907,1.5012,1.4719,0.03575,22.43,77.88,100
B0007,282,3.6298,-1.8779,27.62,4.17,1.5514,1.4849,0.03712,22.91,78.56,99
B0007,283,3.6166,-2.0121,25.61,4.1662,1.4396,1.472,0.03731,22.97,77.88,98
B0007,284,3.6326,-2.1387,26.04,4.1664,1.5817,1.4646,0.03906,23.12,77.49,97
B0007,285,3.6654,-1.8943,25.62,4.1844,1.5451,1.4747,0.03786,22.01,78.03,96
B0007,286,3.6484,-1.8564,26.91,4.1769,1.4965,1.4704,0.03703,21.94,77.8,95
B0007,287,3.6034,-1.9102,24.65,4.1757,1.4926,1.4641,0.03622,20.87,77.47,94
B0007,288,3.5846,-2.0164,22.31,4.1831,1.524,1.4594,0.03718,23.03,77.22,93
B0007,289,3.6052,-1.8956,26.25,4.1403,1.576,1.4674,0.03727,23.63,77.64,92
B0007,290,3.5941,-1.6571,26.97,4.1757,1.5051,1.4715,0.03648,24.2,77.86,91
B0007,291,3.6217,-1.9885,26.1,4.1742,1.5072,1.4678,0.03783,22.93,77.66,90
B0007,292,3.5888,-2.1312,24.41,4.1958,1.5009,1.4633,0.0357,21.9,77.43,89
B0007,293,3.6106,-2.0586,23.61,4.1478,1.5891,1.4643,0.03691,21.01,77.47,88
B0007,294,3.6286,-1.9375,26.0,4.194,1.4816,1.4599,0.03776,23.79,77.24,87
B0007,295,3.6095,-2.1605,25.41,4.1716,1.4985,1.4505,0.03697,20.99,76.75,86
B0007,296,3.5923,-1.9831,24.95,4.1777,1.5732,1.4491,0.0371,22.49,76.67,85
B0007,297,3.6344,-1.962,27.81,4.1954,1.5074,1.4545,0.03722,22.65,76.96,84
B0007,298,3.573,-1.8465,23.6,4.1786,1.5569,1.4533,0.03658,22.85,76.89,83
B0007,299,3.6037,-1.869,27.62,4.1761,1.4544,1.4575,0.03864,22.99,77.12,82
B0007,300,3.6092,-1.9135,24.95,4.1736,1.4897,1.4555,0.0365,23.14,77.01,81
B0007,301,3.61,-2.2163,22.09,4.1626,1.5742,1.4532,0.03789,20.63,76.89,80
B0007,302,3.613,-1.9079,24.51,4.1694,1.4662,1.4467,0.03804,23.1,76.54,79
B0007,303,3.6213,-1.9294,26.16,4.159,1.4924,1.439,0.03673,20.9,76.14,78
B0007,304,3.6081,-1.9744,24.11,4.1689,1.5128,1.4477,0.0378,23.9,76.6,77
B0007,305,3.6011,-2.173,22.39,4.1345,1.4505,1.4468,0.03687,22.65,76.55,76
B0007,306,3.6,-2.0777,24.3,4.1758,1.4793,1.4288,0.03923,21.09,75.6,75
B0007,307,3.5957,-2.1167,23.2,4.1675,1.5056,1.4362,0.03675,22.48,75.99,74
B0007,308,3.6234,-2.2015,25.16,4.1642,1.5023,1.4355,0.03729,22.76,75.95,73
B0007,309,3.5944,-2.0003,25.53,4.1724,1.564,1.4386,0.03677,24.57,76.12,72
B0007,310,3.6239,-2.0798,22.73,4.1475,1.5771,1.4319,0.03669,23.61,75.76,71
B0007,311,3.6071,-1.7375,23.2,4.1978,1.4572,1.4348,0.03969,23.8,75.91,70
B0007,312,3.596,-2.0169,25.33,4.1673,1.5056,1.4323,0.03869,24.68,75.78,69
B0007,313,3.6185,-1.8706,22.86,4.1665,1.5337,1.4311,0.03834,23.44,75.72,68
B0007,314,3.5913,-2.1569,22.47,4.1541,1.5758,1.4265,0.0376,24.33,75.48,67
B0007,315,3.6183,-2.053,22.27,4.1689,1.5359,1.4255,0.03922,24.3,75.42,66
B0007,316,3.6095,-1.9903,24.51,4.1892,1.5145,1.4215,0.03754,22.37,75.21,65
B0007,317,3.593,-2.0908,24.4,4.1838,1.5333,1.4283,0.03921,25.17,75.57,64
B0007,318,3.6152,-2.0422,22.86,4.181,1.5337,1.4279,0.03759,22.32,75.55,63
B0007,319,3.6152,-2.0218,23.84,4.1763,1.4536,1.4188,0.03788,24.69,75.07,62
B0007,320,3.6272,-2.0234,26.08,4.1626,1.5096,1.4303,0.03933,22.3,75.68,61
B0007,321,3.623,-1.8145,22.28,4.1461,1.573,1.4185,0.03949,24.45,75.05,60
B0007,322,3.6132,-1.9622,20.76,4.1648,1.4896,1.4274,0.03928,25.75,75.53,59
B0007,323,3.5805,-1.952,24.33,4.1642,1.5065,1.4136,0.03768,23.71,74.8,58
B0007,324,3.6518,-1.946,23.44,4.1833,1.4879,1.4043,0.03834,23.71,74.3,57
B0007,325,3.5744,-1.9387,22.5,4.1721,1.3843,1.4166,0.03899,24.61,74.95,56
B0007,326,3.6212,-2.0083,24.5,4.1916,1.501,1.4143,0.03804,23.71,74.83,55
B0007,327,3.6105,-2.0321,24.74,4.1853,1.5151,1.4116,0.04031,25.89,74.69,54
B0007,328,3.5781,-1.9833,20.13,4.1604,1.4744,1.4063,0.03659,24.3,74.41,53
B0007,329,3.5988,-1.8843,22.43,4.1402,1.4423,1.4082,0.03827,23.82,74.51,52
B0007,330,3.5994,-1.8874,26.85,4.1878,1.456,1.4041,0.03859,23.64,74.29,51
B0007,331,3.6268,-2.024,24.21,4.1873,1.5382,1.4038,0.03631,23.28,74.27,50
B0007,332,3.5861,-1.9232,24.32,4.1463,1.5986,1.4088,0.03781,23.61,74.54,49
B0007,333,3.5949,-2.0195,25.04,4.1893,1.5691,1.4036,0.03988,23.92,74.26,48
B0007,334,3.5531,-1.9966,23.27,4.1723,1.4328,1.4045,0.03934,23.82,74.31,47
B0007,335,3.6342,-2.0474,24.42,4.1689,1.5427,1.3983,0.04094,23.68,73.98,46
B0007,336,3.5778,-2.0182,24.28,4.1906,1.4668,1.3962,0.04096,26.47,73.87,45
B0007,337,3.6054,-1.8659,23.98,4.1865,1.4709,1.3901,0.0399,23.37,73.55,44
B0007,338,3.5966,-1.9908,22.67,4.176,1.4769,1.393,0.03983,24.58,73.71,43
B0007,339,3.5963,-1.9865,23.39,4.1732,1.5353,1.3748,0.03964,25.05,72.74,42
B0007,340,3.6142,-2.1447,22.24,4.1752,1.548,1.3888,0.03697,25.12,73.48,41
B0007,341,3.6311,-2.0309,23.12,4.1599,1.4951,1.3902,0.03829,24.46,73.56,40
B0007,342,3.6024,-2.0241,21.34,4.165,1.4959,1.3924,0.03983,24.3,73.67,39
B0007,343,3.6102,-2.0829,21.89,4.1522,1.5232,1.3862,0.0404,25.02,73.35,38
B0007,344,3.6034,-1.9978,22.64,4.1606,1.5284,1.3882,0.04013,24.86,73.45,37
B0007,345,3.6169,-2.0429,21.64,4.16,1.5588,1.3724,0.039,24.36,72.62,36
B0007,346,3.5869,-1.992,22.3,4.1559,1.4358,1.383,0.04088,23.08,73.17,35
B0007,347,3.6174,-1.9878,22.8,4.1674,1.501,1.3723,0.04148,24.2,72.61,34
B0007,348,3.6178,-2.0956,23.65,4.1603,1.4466,1.3735,0.04099,23.54,72.67,33
B0007,349,3.617,-2.0399,24.47,4.1726,1.4975,1.3778,0.04109,24.04,72.9,32
B0007,350,3.5818,-1.9923,22.35,4.1407,1.4887,1.3846,0.0396,24.77,73.26,31
B0007,351,3.5913,-1.8816,25.06,4.1632,1.4977,1.378,0.04128,25.11,72.91,30
B0007,352,3.5992,-1.9743,24.47,4.1668,1.46,1.3746,0.04041,26.55,72.73,29
B0007,353,3.5667,-2.0662,23.82,4.16,1.4256,1.3729,0.04082,24.25,72.64,28
B0007,354,3.6257,-1.9601,23.31,4.162,1.3953,1.3675,0.04073,25.58,72.35,27
B0007,355,3.5933,-1.8292,23.57,4.1407,1.4934,1.3669,0.0403,25.13,72.32,26
B0007,356,3.5989,-1.9083,24.88,4.1697,1.4784,1.371,0.03961,26.14,72.54,25
B0007,357,3.5814,-1.9452,24.95,4.174,1.4662,1.3592,0.04044,25.44,71.92,24
B0007,358,3.5661,-1.9274,25.14,4.1716,1.5661,1.369,0.04156,23.87,72.43,23
B0007,359,3.5802,-1.856,23.22,4.1797,1.457,1.3619,0.04019,23.17,72.06,22
B0007,360,3.5964,-1.8924,24.01,4.167,1.5708,1.3673,0.04158,25.21,72.34,21
B0007,361,3.6052,-1.9433,25.22,4.1711,1.5812,1.3666,0.04147,24.39,72.31,20
B0007,362,3.5946,-1.8931,22.29,4.1661,1.4025,1.3502,0.04049,23.95,71.44,19
B0007,363,3.598,-2.1082,22.78,4.174,1.5046,1.3549,0.04223,23.67,71.69,18
B0007,364,3.5841,-2.1502,23.31,4.1399,1.48,1.3519,0.04054,25.11,71.53,17
B0007,365,3.6004,-1.9843,24.66,4.1501,1.3544,1.345,0.04246,26.46,71.16,16
B0007,366,3.6199,-1.9931,24.72,4.1872,1.4278,1.3479,0.04143,24.56,71.32,15
B0007,367,3.604,-2.0544,23.03,4.1264,1.5387,1.3661,0.04104,25.56,72.28,14
B0007,368,3.6058,-1.9174,21.15,4.1611,1.601,1.3543,0.04022,24.88,71.65,13
B0007,369,3.5952,-2.1863,23.82,4.1807,1.5451,1.3602,0.04107,23.69,71.97,12
B0007,370,3.5589,-2.0535,22.11,4.1616,1.5162,1.3526,0.04101,25.72,71.56,11
